x,y
-200.1953125,15.8577856850614
-199.21875,15.767752705006876
-198.2421875,15.625155268505443
-197.265625,15.42812552197381
-196.2890625,15.175098355202357
-195.3125,14.865771753705245
-194.3359375,14.502116936523889
-193.359375,14.085576836829054
-192.3828125,13.617742913513352
-191.40625,13.104018995833917
-190.4296875,12.551073045866074
-189.453125,11.963687959142417
-188.4765625,11.349396822479
-187.5,10.715761474575165
-186.5234375,10.07261358048561
-185.546875,9.430638610765522
-184.5703125,8.798435914435158
-183.59375,8.189376962437105
-182.6171875,7.615541149497571
-181.640625,7.087369333919274
-180.6640625,6.616903182679773
-179.6875,6.215687857656479
-178.7109375,5.894138457288111
-177.734375,5.660905553442256
-176.7578125,5.522519791729212
-175.78125,5.48453190385558
-174.8046875,5.550258881480041
-173.828125,5.722801048030125
-172.8515625,6.001979755109464
-171.875,6.3851482183428
-170.8984375,6.866759153095132
-169.921875,7.438520758901697
-168.9453125,8.089063280634415
-167.96875,8.804814915197234
-166.9921875,9.570147460762149
-166.015625,10.367953836290434
-165.0390625,11.179533014600121
-164.0625,11.984450867690454
-163.0859375,12.761790939705408
-162.109375,13.490945116098219
-161.1328125,14.150983435452309
-160.15625,14.72116315334925
-159.1796875,15.184088365596535
-158.203125,15.524968305785789
-157.2265625,15.73126978865776
-156.25,15.792545856751131
-155.2734375,15.70071769950516
-154.296875,15.453290156552951
-153.3203125,15.052313427790237
-152.34375,14.502708166492651
-151.3671875,13.812904830014274
-150.390625,12.99645543283715
-149.4140625,12.069310986370523
-148.4375,11.051322401426743
-147.4609375,9.965086879969546
-146.484375,8.834347206273192
-145.5078125,7.682847352361915
-144.53125,6.537104376764231
-143.5546875,5.423745209449263
-142.578125,4.369011896558487
-141.6015625,3.3970871847423014
-140.625,2.529823807868323
-139.6484375,1.7867922847335056
-138.671875,1.183992537514411
-137.6953125,0.7326375653568082
-136.71875,0.4419922614011089
-135.7421875,0.3153804001082936
-134.765625,0.3515771129343339
-133.7890625,0.5445317509169858
-132.8125,0.8836833916757574
-131.8359375,1.3557150951526726
-130.859375,1.9432694753214268
-129.8828125,2.6265888756999205
-128.90625,3.383179462985578
-127.9296875,4.187899158816362
-126.953125,5.015592788453543
-125.9765625,5.841057568351116
-125,6.63882035866227
-124.0234375,7.385641535000912
-123.046875,8.06026943353187
-122.0703125,8.642852296322145
-121.09375,9.117803048619946
-120.1171875,9.475413536754912
-119.140625,9.709506446524626
